Title,Rated
Samsara,R
The Road Warrior,R
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,R
It Follows,R
Silent House,R
The Legend of Drunken Master,R
Boys Don't Cry,R
Witchboard,R
Winter's Bone,R
American Splendor,R
Thirteen,R
Touching the Void,R
Me and You and Everyone We Know,R
We Are Your Friends,R
Harsh Times,R
Ghost Dog: The Way of the Samurai,R
Full Frontal,R
Waltz with Bashir,R
The Diary of a Teenage Girl,R
Dinner Rush,R
The Virginity Hit,R
Subway,R
Teeth,R
Stonewall,R
Sherrybaby,R
It's All Gone Pete Tong,R
Saint John of Las Vegas,R
24 7: Twenty Four Seven,R
Return of the Living Dead III,R
London,R
Eden Lake,R
Gangster's Paradise: Jerusalema,R
Plush,R
Vampire Killers,R
Freeze Frame,R
Stitches,R
Nine Dead,R
No Man's Land: The Rise of Reeker,R
Rockaway,R
Straight A's,R
Highway,R
Small Apartments,R
All Is Bright,R
The Walking Deceased,R
Wind Walkers,R
Buried,R
The Marine 4: Moving Target,R
River's Edge,R
Nowhere Boy,R
Brotherly Love,R
Submarine,R
El crimen del padre Amaro,R
Higher Ground,R
Sublime,R
Run Lola Run,R
May,R
I Spit on Your Grave,R
In the Bedroom,R
My Summer of Love,R
Yes,R
Foolish,R
N-Secure,R
Out of the Dark,R
Mississippi Mermaid,R
I Love Your Work,R
Cabin Fever,R
Bloodsport,R
The Squid and the Whale,R
Kissing Jessica Stein,R
Exotica,R
The To Do List,R
Buffalo '66,R
Repo Man,R
Nine Queens,R
The Lords of Salem,R
The Ballad of Jack and Rose,R
Unsullied,R
Killing Zoe,R
The Believer,R
Snow Angels,R
Session 9,R
I Want Someone to Eat Cheese With,R
Amigo,R
Hatchet,R
My Name Is Bruce,R
Forty Shades of Blue,R
Trucker,R
Once Upon a Time in Queens,R
The Holy Girl,R
The Blue Room,R
House at the End of the Drive,R
The Celebration,R
Trees Lounge,R
Journey from the Fall,R
Def-Con 4,R
The Hebrew Hammer,R
Forget Me Not,R
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,R
Friday the 13th Part 2,R
C.H.U.D.,R
Filly Brown,R
Saw,R
"Sex, Lies, and Videotape",R
Baazigar,R
Super Troopers,R
You Can Count on Me,R
But I'm a Cheerleader,R
The Second Mother,R
Down and Out with the Dolls,R
Extreme Movie,R
Below Zero,R
Crowsnest,R
Cotton Comes to Harlem,R
The Wicked Within,R
Waiting...,R
The Raid: Redemption,R
From a Whisper to a Scream,R
Beyond the Black Rainbow,R
Lake Mungo,R
The Dead Undead,R
The Vatican Exorcisms,R
The Devil Inside,R
Unfriended,R
Chernobyl Diaries,R
The Howling,R
Hellraiser,R
Blue Valentine,R
Transamerica,R
The Green Inferno,R
The Sessions,R
The Skeleton Twins,R
Next Stop Wonderland,R
Obvious Child,R
Martha Marcy May Marlene,R
Frozen River,R
Two Girls and a Guy,R
The Broken Hearts Club: A Romantic Comedy,R
Walking and Talking,R
Bubba Ho-Tep,R
Slam,R
Palo Alto,R
All the Real Girls,R
Dream with the Fishes,R
Blue Car,R
Wristcutters: A Love Story,R
Luminarias,R
I Origins,R
Taxi to the Dark Side,R
The House of the Devil,R
Creative Control,R
The Perfect Host,R
The Last Big Thing,R
Safe Men,R
Speedway Junky,R
The Specials,R
Special,R
Sparkler,R
The Helix... Loaded,R
Childless,R
In Her Line of Fire,R
The Jimmy Show,R
Frat Party,R
Jimmy and Judy,R
The Poker House,R
ZMD: Zombies of Mass Destruction,R
Black Rock,R
Fear Clinic,R
1982,R
Hard Candy,R
Banshee Chapter,R
L!fe Happens,R
Fruitvale Station,R
Circumstance,R
The Quiet,R
The Brass Teapot,R
"For a Good Time, Call...",R
Latter Days,R
The Hammer,R
Celeste & Jesse Forever,R
London to Brighton,R
Welcome to the Dollhouse,R
Raising Victor Vargas,R
Ruby in Paradise,R
Deterrence,R
The Mudge Boy,R
The Young Unknowns,R
Kevin Hart: Laugh at My Pain,R
Aqua Teen Hunger Force Colon Movie Film for Theaters,R
Safety Not Guaranteed,R
The Innkeepers,R
The Conformist,R
Interview with the Assassin,R
Donkey Punch,R
All the Boys Love Mandy Lane,R
Bled,R
Half Nelson,R
Hav Plenty,R
The Blair Witch Project,R
Woodstock,R
The Kentucky Fried Movie,R
Broken Vessels,R
Love Letters,R
High Road,R
Open Water,R
The Station Agent,R
Beyond the Mat,R
Groove,R
Twin Falls Idaho,R
Mean Creek,R
Drinking Buddies,R
Hurricane Streets,R
Never Again,R
Civil Brand,R
Monsters,R
Lonesome Jim,R
Rubber,R
Johnny Suede,R
Pledge This!,R
Gigli,R
Kiss the Bride,R
The Slaughter Rule,R
Everything Put Together,R
Good Kill,R
Enter Nowhere,R
Girls Gone Dead,R
Subconscious,R
Diamond Ruff,R
The King of Najayo,R
The Sound and the Shadow,R
The Toxic Avenger,R
Paranormal Activity,R
Straight Out of Brooklyn,R
Bloody Sunday,R
Conversations with Other Women,R
Blue Ruin,R
Quinceañera,R
The Beyond,R
Fabled,R
The Dark Hours,R
My Beautiful Laundrette,R
Show Me,R
Cries & Whispers,R
American Ninja 2: The Confrontation,R
Murderball,R
Tupac: Resurrection,R
The Prophecy,R
When the Cat's Away,R
Wendy and Lucy,R
3 Backyards,R
"First Love, Last Rites",R
Fighting Tommy Riley,R
Locker 13,R
Death Race 2000,R
Some Guy Who Kills People,R
Midnight Cabaret,R
Anderson's Cross,R
Death Calls,R
Compliance,R
Graduation Day,R
Chasing Amy,R
Lovely & Amazing,R
Better Luck Tomorrow,R
The Incredibly True Adventure of Two Girls in Love,R
Chuck & Buck,R
Cube,R
Love and Other Catastrophes,R
I Married a Strange Person!,R
November,R
Sugar Town,R
The Canyons,R
On the Outs,R
Butterfly,R
Bronson,R
Urbania,R
Mad Max,R
Swingers,R
A Fistful of Dollars,R
Middle of Nowhere,R
Baghead,R
Malevolence,R
Good Dick,R
She's Gotta Have It,R
Sweet Sweetback's Baadasssss Song,R
Once,R
Roger & Me,R
Sound of My Voice,R
An American in Hollywood,R
Your Sister's Sister,R
The Birth of a Nation,R
The Gallows,R
Hollywood Shuffle,R
Penitentiary,R
Closure,R
Monsoon Wedding,R
Happy Christmas,R
Absentia,R
Pi,R
"I Love You, Don't Touch Me!",R
20 Dates,R
The FP,R
The Brothers McMullen,R
Gabriela,R
This Is Martin Bonner,R
Smiling Fish & Goat on Fire,R
The Legend of God's Gun,R
Mutual Appreciation,R
Down Terrace,R
Clerks,R
In the Company of Men,R
Rampage,R
Exeter,R
Slacker,R
The Puffy Chair,R
Clean,R
El Mariachi,R
City of God,R
The Intouchables,R
Cinema Paradiso,R
The Lives of Others,R
Oldboy,R
Das Boot,R
Amélie,R
For a Few Dollars More,R
The Hunt,R
Girl in Gold Boots,R
Downfall,R
Pan's Labyrinth,R
Ran,R
The Secret in Their Eyes,R
Incendies,R
Wild Tales,R
Amores Perros,R
Infernal Affairs,R
Dark Harvest II: The Maize,R
Soultaker,R
Time Traveller,R
Terminator 3: Rise of the Machines,R
Breaking Wind,R
Alexander,R
The Matrix Reloaded,R
Zombie Nightmare,R
The Matrix Revolutions,R
Troy,R
The Wolfman,R
Lethal Weapon 4,R
The Last Samurai,R
Watchmen,R
Bad Boys II,R
Mitchell,R
Prometheus,R
Total Recall,R
The 13th Warrior,R
Elysium,R
Windtalkers,R
The Patriot,R
300: Rise of an Empire,R
Survival Island,R
The Taking of Pelham 123,R
Kingdom of Heaven,R
Ali,R
Town & Country,R
Public Enemies,R
Cloud Atlas,R
Devil Fish,R
True Lies,R
American Gangster,R
Eraser,R
The Expendables 2,R
End of Days,R
Starship Troopers,R
Green Zone,R
The Flowers of War,R
Gangs of New York,R
Black Hawk Down,R
Sex and the City 2,R
The Campaign,R
A Good Day to Die Hard,R
Ghosts Can't Do It,R
Tropic Thunder,R
The Girl with the Dragon Tattoo,R
Warrior of the Lost World,R
Die Hard with a Vengeance,R
Hollow Man,R
Lara Croft Tomb Raider: The Cradle of Life,PG-13
Now You See Me 2,PG-13
The Saint,PG-13
King Arthur: Legend of the Sword,PG-13
Volcano,PG-13
K-19: The Widowmaker,PG-13
The Three Musketeers,PG-13
Twister,PG-13
Cinderella Man,PG-13
Seabiscuit,PG-13
Cast Away,PG-13
Ocean's Eleven,PG-13
The Bourne Supremacy,PG-13
Divergent,PG-13
Ocean's Thirteen,PG-13
The Dark Knight,PG-13
Tower Heist,PG-13
The Holiday,PG-13
The Fast and the Furious: Tokyo Drift,PG-13
Memoirs of a Geisha,PG-13
Last Action Hero,PG-13
The Rundown,PG-13
Meet Joe Black,PG-13
Scott Pilgrim vs. the World,PG-13
The Core,PG-13
Nutty Professor II: The Klumps,PG-13
RED 2,PG-13
Click,PG-13
Jumper,PG-13
Hellboy II: The Golden Army,PG-13
The Longest Yard,PG-13
The 6th Day,PG-13
Bruce Almighty,PG-13
The Lord of the Rings: The Return of the King,PG-13
The Hunger Games,PG-13
Mission: Impossible,PG-13
Batman Returns,PG-13
The Mummy,PG-13
Deep Impact,PG-13
Grown Ups 2,PG-13
Get Smart,PG-13
Something's Gotta Give,PG-13
Four Christmases,PG-13
Just Go with It,PG-13
Eagle Eye,PG-13
The Haunting,PG-13
The Lord of the Rings: The Fellowship of the Ring,PG-13
The Day the Earth Stood Still,PG-13
Six Days Seven Nights,PG-13
Lost in Space,PG-13
Déjà Vu,PG-13
The Time Machine,PG-13
Disaster Movie,PG-13
Forrest Gump,PG-13
What Dreams May Come,PG-13
Little Nicky,PG-13
Surrogates,PG-13
The Brothers Grimm,PG-13
Mars Attacks!,PG-13
Thirteen Days,PG-13
Daylight,PG-13
The Last Witch Hunter,PG-13
Pompeii,PG-13
Nine,PG-13
Timeline,PG-13
Inception,PG-13
Red Planet,PG-13
The Invasion,PG-13
A Sound of Thunder,PG-13
Hidalgo,PG-13
The Lord of the Rings: The Two Towers,PG-13
The League of Extraordinary Gentlemen,PG-13
2 Fast 2 Furious,PG-13
Independence Day,PG-13
The Lost World: Jurassic Park,PG-13
Grown Ups,PG-13
X-Men,PG-13
50 First Dates,PG-13
Now You See Me,PG-13
Dreamgirls,PG-13
The Terminal,PG-13
Vertical Limit,PG-13
Be Cool,PG-13
Killers,PG-13
The Man from U.N.C.L.E.,PG-13
Lady in the Water,PG-13
Spanglish,PG-13
Bandits,PG-13
Anna and the King,PG-13
First Knight,PG-13
Sucker Punch,PG-13
Hollywood Homicide,PG-13
Flight of the Phoenix,PG-13
Carriers,PG-13
Monkeybone,PG-13
Unbreakable,PG-13
Talladega Nights: The Ballad of Ricky Bobby,PG-13
Sphere,PG-13
The Simpsons Movie,PG-13
Fool's Gold,PG-13
Driven,PG-13
The Village,PG-13
Doctor Dolittle,PG-13
Signs,PG-13
xXx,PG-13
S.W.A.T.,PG-13
Battle Los Angeles,PG-13
AVP: Alien vs. Predator,PG-13
War Horse,PG-13
The Monuments Men,PG-13
Dracula Untold,PG-13
The Abyss,PG-13
Wall Street: Money Never Sleeps,PG-13
The Dilemma,PG-13
Stardust,PG-13
Rock of Ages,PG-13
Seven Years in Tibet,PG-13
I Spy,PG-13
Bad Company,PG-13
The Finest Hours,PG-13
The Legend of Hercules,PG-13
Dinner for Schmucks,PG-13
The Twilight Saga: Eclipse,PG-13
The Sum of All Fears,PG-13
Mystery Men,PG-13
Interstellar,PG-13
The Last Legion,PG-13
Entrapment,PG-13
The X Files,PG-13
Need for Speed,PG-13
What Women Want,PG-13
Lincoln,PG-13
Les Misérables,PG-13
Unbroken,PG-13
The Mask of Zorro,PG-13
Space Cowboys,PG-13
World Trade Center,PG-13
Mona Lisa Smile,PG-13
This Means War,PG-13
Red Dawn,PG-13
Everest,PG-13
Elektra,PG-13
"I, Frankenstein",PG-13
Oliver Twist,PG-13
Littleman,PG-13
Austin Powers in Goldmember,PG-13
The Hottie & the Nottie,PG-13
Wyatt Earp,PG-13
Clear and Present Danger,PG-13
U-571,PG-13
The American President,PG-13
The Love Guru,PG-13
Blades of Glory,PG-13
Maze Runner: The Scorch Trials,PG-13
Meet the Fockers,PG-13
Wild Hogs,PG-13
The Bourne Identity,PG-13
Couples Retreat,PG-13
GoldenEye,PG-13
The Italian Job,PG-13
Two Weeks Notice,PG-13
The Scorpion King,PG-13
RED,PG-13
Starsky & Hutch,PG-13
Days of Thunder,PG-13
Eat Pray Love,PG-13
Jack Reacher,PG-13
The Family Man,PG-13
Contagion,PG-13
The Horse Whisperer,PG-13
Ladder 49,PG-13
Hellboy,PG-13
A Civil Action,PG-13
Joy,PG-13
Paycheck,PG-13
Up Close & Personal,PG-13
The Tuxedo,PG-13
Jack Ryan: Shadow Recruit,PG-13
Miss Congeniality 2: Armed and Fabulous,PG-13
Practical Magic,PG-13
Star Trek: Nemesis,PG-13
Reign of Fire,PG-13
Year One,PG-13
Invictus,PG-13
State of Play,PG-13
Duplicity,PG-13
Trouble with the Curve,PG-13
Intolerable Cruelty,PG-13
The Soloist,PG-13
The Mortal Instruments: City of Bones,PG-13
The Legend of Bagger Vance,PG-13
Priest,PG-13
xXx: State of the Union,PG-13
Dragonfly,PG-13
Dark Water,PG-13
Edtv,PG-13
Flyboys,PG-13
Winter's Tale,PG-13
Supernova,PG-13
The Prestige,PG-13
The Spirit,PG-13
In the Name of the King: A Dungeon Siege Tale,PG-13
Just Like Heaven,PG-13
Leatherheads,PG-13
Did You Hear About the Morgans?,PG-13
The Internship,PG-13
Red Tails,PG-13
Ghost Rider: Spirit of Vengeance,PG-13
DragonHeart,PG-13
After the Sunset,PG-13
Walking Tall,PG-13
Hitch,PG-13
Meet the Parents,PG-13
The Pursuit of Happyness,PG-13
The Nutty Professor,PG-13
Captain Phillips,PG-13
Date Night,PG-13
Maid in Manhattan,PG-13
Flightplan,PG-13
City of Angels,PG-13
Bowfinger,PG-13
Death Becomes Her,PG-13
Shanghai Noon,PG-13
The Forbidden Kingdom,PG-13
The Phantom of the Opera,PG-13
Burlesque,PG-13
Stuck on You,PG-13
Æon Flux,PG-13
Chain Reaction,PG-13
Elizabeth: The Golden Age,PG-13
Gods and Generals,PG-13
All the King's Men,PG-13
Lucky You,PG-13
"You, Me and Dupree",PG-13
Seven Pounds,PG-13
Elizabethtown,PG-13
The Dukes of Hazzard,PG-13
Moulin Rouge!,PG-13
Domestic Disturbance,PG-13
Mamma Mia!,PG-13
The Break-Up,PG-13
Valentine's Day,PG-13
Bulletproof Monk,PG-13
The Dark Knight Rises,PG-13
The Adjustment Bureau,PG-13
The Twilight Saga: New Moon,PG-13
Robin Hood: Prince of Thieves,PG-13
Daddy's Home,PG-13
As Good as It Gets,PG-13
Patch Adams,PG-13
Anchorman 2: The Legend Continues,PG-13
Super 8,PG-13
Mr. Deeds,PG-13
Central Intelligence,PG-13
How to Lose a Guy in 10 Days,PG-13
Yes Man,PG-13
Non-Stop,PG-13
Stepmom,PG-13
Failure to Launch,PG-13
"Crazy, Stupid, Love.",PG-13
Congo,PG-13
Knowing,PG-13
The Ring Two,PG-13
Moneyball,PG-13
Shanghai Knights,PG-13
I Am Number Four,PG-13
Firewall,PG-13
Into the Storm,PG-13
The Replacements,PG-13
Gremlins 2: The New Batch,PG-13
Out of Time,PG-13
Raising Helen,PG-13
For Love of the Game,PG-13
Hereafter,PG-13
Zoolander 2,PG-13
The Host,PG-13
Dream House,PG-13
Man of the House,PG-13
Beautiful Creatures,PG-13
Into the Blue,PG-13
Fair Game,PG-13
Mad City,PG-13
Street Fighter: The Legend of Chun-Li,PG-13
The Big Bounce,PG-13
Arrival,PG-13
The One,PG-13
Rings,PG-13
Taken 3,PG-13
Rat Race,PG-13
K-PAX,PG-13
Kate & Leopold,PG-13
Bedazzled,PG-13
The Cable Guy,PG-13
Riding in Cars with Boys,PG-13
Jonah Hex,PG-13
My Best Friend's Wedding,PG-13
America's Sweethearts,PG-13
First Contact,PG-13
Liar Liar,PG-13
Taken 2,PG-13
Scary Movie 3,PG-13
Miss Congeniality,PG-13
The Pelican Brief,PG-13
The Bucket List,PG-13
The Client,PG-13
Monster-in-Law,PG-13
Coach Carter,PG-13
The Bounty Hunter,PG-13
Anaconda,PG-13
Coyote Ugly,PG-13
The River Wild,PG-13
Blended,PG-13
Last Holiday,PG-13
16 Blocks,PG-13
Cellular,PG-13
Dune,PG-13
Across the Universe,PG-13
Babylon A.D.,PG-13
Victor Frankenstein,PG-13
Multiplicity,PG-13
The Producers,PG-13
The Ghost Writer,PG-13
All the Pretty Horses,PG-13
Big Trouble,PG-13
The Fugitive,PG-13
Charlie St. Cloud,PG-13
Finding Forrester,PG-13
28 Days,PG-13
Notting Hill,PG-13
Along Came Polly,PG-13
High Crimes,PG-13
The Mirror Has Two Faces,PG-13
Red Riding Hood,PG-13
The Mothman Prophecies,PG-13
Licence to Kill,PG-13
One for the Money,PG-13
Hero,PG-13
Man on a Ledge,PG-13
A Knight's Tale,PG-13
The Medallion,PG-13
The Proposal,PG-13
The Social Network,PG-13
42,PG-13
Julie & Julia,PG-13
He's Just Not That Into You,PG-13
Ride Along 2,PG-13
Scary Movie 4,PG-13
Dumb and Dumber To,PG-13
The Other Woman,PG-13
The Intern,PG-13
Ray,PG-13
Bridge of Spies,PG-13
Vantage Point,PG-13
Shallow Hal,PG-13
Big Momma's House 2,PG-13
17 Again,PG-13
Unknown,PG-13
Behind Enemy Lines,PG-13
Shall We Dance,PG-13
Small Soldiers,PG-13
The Count of Monte Cristo,PG-13
Music and Lyrics,PG-13
Secret Window,PG-13
The Skeleton Key,PG-13
Made of Honor,PG-13
The Rainmaker,PG-13
Medicine Man,PG-13
Fever Pitch,PG-13
Autumn in New York,PG-13
The Guilt Trip,PG-13
Colombiana,PG-13
Hanging Up,PG-13
Mickey Blue Eyes,PG-13
Pay It Forward,PG-13
Drillbit Taylor,PG-13
Extremely Loud & Incredibly Close,PG-13
The Shadow,PG-13
Morning Glory,PG-13
Grudge Match,PG-13
Rent,PG-13
The Out-of-Towners,PG-13
The Island of Dr. Moreau,PG-13
The Musketeer,PG-13
The Other Boleyn Girl,PG-13
Sweet November,PG-13
Renaissance Man,PG-13
At First Sight,PG-13
Torque,PG-13
The Impossible,PG-13
A Thousand Words,PG-13
Marie Antoinette,PG-13
Life or Something Like It,PG-13
Ishtar,PG-13
Memoirs of an Invisible Man,PG-13
Cirque du Freak: The Vampire's Assistant,PG-13
Indiana Jones and the Last Crusade,PG-13
The Deep End of the Ocean,PG-13
Duplex,PG-13
Disturbia,PG-13
Extreme Ops,PG-13
Just Visiting,PG-13
Hackers,PG-13
Batman Begins,PG-13
The Time Traveler's Wife,PG-13
Because I Said So,PG-13
Serenity,PG-13
Against the Ropes,PG-13
The Grandmaster,PG-13
Sweet Home Alabama,PG-13
Water for Elephants,PG-13
Heartbreakers,PG-13
Enough,PG-13
The 5th Wave,PG-13
White Squall,PG-13
Texas Rangers,PG-13
What to Expect When You're Expecting,PG-13
Twilight,PG-13
Creed,PG-13
The Rite,PG-13
Aloha,PG-13
John Q,PG-13
Blue Streak,PG-13
Snow Falling on Cedars,PG-13
Ghosts of Mississippi,PG-13
Gattaca,PG-13
Ip Man 3,PG-13
There Be Dragons,PG-13
Head of State,PG-13
The Blind Side,PG-13
Batman,PG-13
Austin Powers: The Spy Who Shagged Me,PG-13
True Grit,PG-13
The Devil Wears Prada,PG-13
Saving Mr. Banks,PG-13
21,PG-13
Guess Who,PG-13
In & Out,PG-13
The Benchwarmers,PG-13
The Man in the Iron Mask,PG-13
Malcolm X,PG-13
Must Love Dogs,PG-13
License to Wed,PG-13
Max Payne,PG-13
Something Borrowed,PG-13
In Time,PG-13
The Back-up Plan,PG-13
Hot Pursuit,PG-13
Concussion,PG-13
Black Knight,PG-13
Street Fighter,PG-13
Abduction,PG-13
Superhero Movie,PG-13
Blast from the Past,PG-13
Alex Cross,PG-13
Jersey Girl,PG-13
The X Files: I Want to Believe,PG-13
Premium Rush,PG-13
Cursed,PG-13
The Four Feathers,PG-13
Wimbledon,PG-13
Flight of the Intruder,PG-13
The Tree of Life,PG-13
American Outlaws,PG-13
The Fountain,PG-13
Mandela: Long Walk to Freedom,PG-13
A Good Year,PG-13
Radio Flyer,PG-13
La La Land,PG-13
Playing for Keeps,PG-13
Bandidas,PG-13
The Darkest Hour,PG-13
The Maze Runner,PG-13
The Longest Ride,PG-13
I Dreamed of Africa,PG-13
Big Momma's House,PG-13
Step Up Revolution,PG-13
Goal! The Dream Begins,PG-13
Scrooged,PG-13
Takers,PG-13
Source Code,PG-13
Transporter 2,PG-13
"Big Mommas: Like Father, Like Son",PG-13
A Beautiful Mind,PG-13
The Incredible Burt Wonderstone,PG-13
Laws of Attraction,PG-13
Dragon Wars: D-War,PG-13
Arachnophobia,PG-13
Warrior,PG-13
Frequency,PG-13
Hearts in Atlantis,PG-13
Chicago,PG-13
Big Daddy,PG-13
The Vow,PG-13
Lee Daniels' The Butler,PG-13
Dodgeball: A True Underdog Story,PG-13
The Addams Family,PG-13
Ace Ventura: When Nature Calls,PG-13
The Notebook,PG-13
27 Dresses,PG-13
Warm Bodies,PG-13
Down to Earth,PG-13
Hope Springs,PG-13
Baby Mama,PG-13
Hope Floats,PG-13
Without a Paddle,PG-13
13 Going on 30,PG-13
Midnight in Paris,PG-13
P.S. I Love You,PG-13
Message in a Bottle,PG-13
Naked Gun 33 1/3: The Final Insult,PG-13
The Age of Adaline,PG-13
Step Up 3D,PG-13
Drag Me to Hell,PG-13
Stranger Than Fiction,PG-13
Hanna,PG-13
Blue Crush,PG-13
Little Shop of Horrors,PG-13
Gridiron Gang,PG-13
Mortal Kombat: Annihilation,PG-13
Larry Crowne,PG-13
Take the Lead,PG-13
What's the Worst That Could Happen?,PG-13
9,PG-13
Get on Up,PG-13
Dumb and Dumberer: When Harry Met Lloyd,PG-13
My Super Ex-Girlfriend,PG-13
Mr 3000,PG-13
The Next Three Days,PG-13
Little Black Book,PG-13
Ultraviolet,PG-13
Eight Legged Freaks,PG-13
The Whole Ten Yards,PG-13
The Cave,PG-13
Godsend,PG-13
Alex & Emma,PG-13
Wicker Park,PG-13
The New World,PG-13
Wing Commander,PG-13
Antitrust,PG-13
Chasing Liberty,PG-13
An Unfinished Life,PG-13
The Imaginarium of Doctor Parnassus,PG-13
Supercross,PG-13
The Promise,PG-13
DOA: Dead or Alive,PG-13
Pitch Perfect 2,PG-13
Walk the Line,PG-13
Keeping the Faith,PG-13
Serving Sara,PG-13
Florence Foster Jenkins,PG-13
The Sixth Sense,PG-13
Safe Haven,PG-13
Last Vegas,PG-13
The Wedding Planner,PG-13
Serendipity,PG-13
Zoolander,PG-13
3 Days to Kill,PG-13
Brick Mansions,PG-13
Just My Luck,PG-13
Pride and Prejudice and Zombies,PG-13
Kundun,PG-13
My Sister's Keeper,PG-13
"Welcome Home, Roscoe Jenkins",PG-13
Joyful Noise,PG-13
Anonymous,PG-13
Divine Secrets of the Ya-Ya Sisterhood,PG-13
The Sisterhood of the Traveling Pants 2,PG-13
About a Boy,PG-13
The Duchess,PG-13
The Newton Boys,PG-13
Kindergarten Cop,PG-13
Ever After: A Cinderella Story,PG-13
Red Eye,PG-13
New Year's Eve,PG-13
"O Brother, Where Art Thou?",PG-13
In Good Company,PG-13
Silverado,PG-13
The Best of Me,PG-13
Welcome to Mooseport,PG-13
Highlander: The Final Dimension,PG-13
Self/less,PG-13
The Curse of the Jade Scorpion,PG-13
Accidental Love,PG-13
W.,PG-13
Mrs. Doubtfire,PG-13
Taken,PG-13
Ride Along,PG-13
"Legally Blonde 2: Red, White & Blonde",PG-13
Anchorman: The Legend of Ron Burgundy,PG-13
Cloverfield,PG-13
Dear John,PG-13
Chocolat,PG-13
The Lucky One,PG-13
A Madea Christmas,PG-13
Hotel Rwanda,PG-13
The House Bunny,PG-13
The Giver,PG-13
The Last Emperor,PG-13
The Hours,PG-13
Undercover Brother,PG-13
Beauty Shop,PG-13
She's the Man,PG-13
Anacondas: The Hunt for the Blood Orchid,PG-13
Draft Day,PG-13
Dance Flick,PG-13
Kingpin,PG-13
The Losers,PG-13
Don Juan DeMarco,PG-13
A Lot Like Love,PG-13
Eddie the Eagle,PG-13
Shark Night 3D,PG-13
Half Past Dead,PG-13
The Box,PG-13
The Next Best Thing,PG-13
Stealing Harvard,PG-13
Hot Rod,PG-13
The 33,PG-13
The Conspirator,PG-13
Lords of Dogtown,PG-13
Big Trouble in Little China,PG-13
Abandon,PG-13
Brokedown Palace,PG-13
The Possession,PG-13
Mrs. Winterbourne,PG-13
Underclassman,PG-13
The World's Fastest Indian,PG-13
King's Ransom,PG-13
Me and Orson Welles,PG-13
Without Limits,PG-13
Red Sky,PG-13
Think Like a Man Too,PG-13
Double Take,PG-13
Win a Date with Tad Hamilton!,PG-13
Ready to Rumble,PG-13
I Don't Know How She Does It,PG-13
Beyond the Sea,PG-13
The Waterboy,PG-13
The Naked Gun 2½: The Smell of Fear,PG-13
Someone Like You...,PG-13
Anywhere But Here,PG-13
Vanity Fair,PG-13
Jaws: The Revenge,PG-13
The Crew,PG-13
Marvin's Room,PG-13
Coco Before Chanel,PG-13
1408,PG-13
Ghost,PG-13
The Bridges of Madison County,PG-13
Son of God,PG-13
The Animal,PG-13
The Net,PG-13
I Am Sam,PG-13
Delivery Man,PG-13
"Hail, Caesar!",PG-13
Mad Money,PG-13
Saving Silverman,PG-13
The Glass House,PG-13
The Transporter Refueled,PG-13
Josie and the Pussycats,PG-13
Million Dollar Baby,PG-13
RoboCop 3,PG-13
Megiddo: The Omega Code 2,PG-13
Jurassic Park,PG-13
Joyeux Noel,PG-13
Molière,PG-13
My Fellow Americans,PG-13
Touch of Evil,PG-13
Hardball,PG-13
Freedom Writers,PG-13
The Transporter,PG-13
Never Back Down,PG-13
Spider-Man: Homecoming,PG-13
Swing Vote,PG-13
Moonlight Mile,PG-13
The Beaver,PG-13
Molly,PG-13
Pulse,PG-13
Bringing Down the House,PG-13
Wayne's World,PG-13
School of Rock,PG-13
Mortal Kombat,PG-13
White Chicks,PG-13
Madea's Witness Protection,PG-13
Drumline,PG-13
Me Before You,PG-13
Harry Potter and the Deathly Hallows: Part 2,PG-13
Edward Scissorhands,PG-13
Selma,PG-13
Date Movie,PG-13
Premonition,PG-13
Boogeyman,PG-13
Star Wars: The Force Awakens,PG-13
Lakeview Terrace,PG-13
The Grudge 2,PG-13
Man of the Year,PG-13
Risen,PG-13
Vampires Suck,PG-13
Doubt,PG-13
Scary Movie 5,PG-13
Paint Your Wagon,PG-13
The Stepfather,PG-13
Nerve,PG-13
Stick It,PG-13
One Missed Call,PG-13
Endless Love,PG-13
The Covenant,PG-13
Stay Alive,PG-13
Quigley Down Under,PG-13
Secret in Their Eyes,PG-13
Ladyhawke,PG-13
School for Scoundrels,PG-13
Home for the Holidays,PG-13
Armored,PG-13
The Kite Runner,PG-13
Paparazzi,PG-13
A Guy Thing,PG-13
Loser,PG-13
Lockout,PG-13
Envy,PG-13
Ghost Town,PG-13
12 Rounds,PG-13
Be Kind Rewind,PG-13
Three to Tango,PG-13
We're No Angels,PG-13
Catch Me If You Can,PG-13
Everybody's Fine,PG-13
Battle of the Year,PG-13
The Man,PG-13
Code Name: The Cleaner,PG-13
Connie and Carla,PG-13
An American Carol,PG-13
Willard,PG-13
Little Boy,PG-13
Who's Your Caddy?,PG-13
Flash of Genius,PG-13
The Cold Light of Day,PG-13
The Brothers Bloom,PG-13
Bon voyage,PG-13
Dylan Dog: Dead of Night,PG-13
Steamboy,PG-13
The Bourne Ultimatum,PG-13
The Tempest,PG-13
Survivor,PG-13
The Painted Veil,PG-13
Dances with Wolves,PG-13
Just Married,PG-13
I Can Do Bad All by Myself,PG-13
The Switch,PG-13
The Book Thief,PG-13
Out of Inferno,PG-13
The Invention of Lying,PG-13
Left Behind,PG-13
The Mask,PG-13
